book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,image_url,small_image_url
3324,18007533,18007533,25273867,2,385351836,9.78039E+12,B.J. Novak,2014,One More Thing: Stories and Other Stories,One More Thing: Stories and Other Stories,eng,https://images.gr-assets.com/books/1393786903m/18007533.jpg,https://images.gr-assets.com/books/1393786903s/18007533.jpg
3325,7557548,7557548,9910828,3,552144320,9.78055E+12,"Terry Pratchett, Stephen Briggs",1997,,Men at Arms: The Play,eng,https://images.gr-assets.com/books/1353573652m/7557548.jpg,https://images.gr-assets.com/books/1353573652s/7557548.jpg
3326,5212771,5212771,5280008,38,451227190,9.78045E+12,Rachel Caine,2009,Carpe Corpus,"Carpe Corpus (The Morganville Vampires, #6)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3327,16120760,16120760,23906880,56,7491433,9.78001E+12,Nathan Filer,2013,The Shock of the Fall,The Shock of the Fall,eng,https://images.gr-assets.com/books/1356034436m/16120760.jpg,https://images.gr-assets.com/books/1356034436s/16120760.jpg
3328,13597728,13597728,19187769,33,62220969,9.78006E+12,Madeleine Roux,2013,Asylum,"Asylum (Asylum, #1)",eng,https://images.gr-assets.com/books/1371333892m/13597728.jpg,https://images.gr-assets.com/books/1371333892s/13597728.jpg
3329,24388326,24388326,44934568,39,385540353,9.78039E+12,Margaret Atwood,2015,The Heart Goes Last,The Heart Goes Last,eng,https://images.gr-assets.com/books/1493598486m/24388326.jpg,https://images.gr-assets.com/books/1493598486s/24388326.jpg
3330,30260,30260,2346717,38,60788194,9.78006E+12,Kim Harrison,2006,A Fistful of Charms,"A Fistful of Charms (The Hollows, #4)",eng,https://images.gr-assets.com/books/1348805978m/30260.jpg,https://images.gr-assets.com/books/1348805978s/30260.jpg
3331,213367,213367,2404919,27,1590521196,9.78159E+12,John Piper,1986,Desiring God: Meditations of a Christian Hedonist,Desiring God: Meditations of a Christian Hedonist,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3332,12813630,12813630,17962903,30,316213101,9.78032E+12,Holly Black,2013,The Coldest Girl in Coldtown,The Coldest Girl in Coldtown,eng,https://images.gr-assets.com/books/1367312471m/12813630.jpg,https://images.gr-assets.com/books/1367312471s/12813630.jpg
3333,13079,13079,817175,42,446615129,9.78045E+12,Carl Hiaasen,2004,Skinny Dip,Skinny Dip,eng,https://images.gr-assets.com/books/1375588741m/13079.jpg,https://images.gr-assets.com/books/1375588741s/13079.jpg
3334,23492741,23492741,43082583,22,1451693591,9.78145E+12,Alice Hoffman,2015,The Marriage of Opposites,The Marriage of Opposites,eng,https://images.gr-assets.com/books/1438581390m/23492741.jpg,https://images.gr-assets.com/books/1438581390s/23492741.jpg
3335,12987640,12987640,17907836,26,547386079,9.78055E+12,Jonah Lehrer,2012,,Imagine: How Creativity Works,eng,https://images.gr-assets.com/books/1327000473m/12987640.jpg,https://images.gr-assets.com/books/1327000473s/12987640.jpg
3336,2295829,2295829,2302138,41,451224639,9.78045E+12,Rachel Caine,2008,Feast of Fools,"Feast of Fools (The Morganville Vampires, #4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3337,13545075,13545075,13096117,35,1442423684,9.78144E+12,Neal Shusterman,2012,UnWholly,"UnWholly (Unwind, #2)",,https://images.gr-assets.com/books/1337871062m/13545075.jpg,https://images.gr-assets.com/books/1337871062s/13545075.jpg
3338,6751,6751,2207382,26,316156116,9.78032E+12,David Foster Wallace,2005,Consider the Lobster,Consider the Lobster and Other Essays,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3339,7005865,7005865,7250253,51,1423128192,9.78142E+12,Eoin Colfer,2010,The Atlantis Complex,"The Atlantis Complex (Artemis Fowl, #7)",en-US,https://images.gr-assets.com/books/1274866326m/7005865.jpg,https://images.gr-assets.com/books/1274866326s/7005865.jpg
3340,43781,43781,2925968,54,345422406,9.78035E+12,Anne Rice,2000,Merrick,Merrick (The Vampire Chronicles #7),eng,https://images.gr-assets.com/books/1170230458m/43781.jpg,https://images.gr-assets.com/books/1170230458s/43781.jpg
3341,18739426,18739426,26616838,21,,,Brandon Sanderson,2016,The Bands of Mourning,"The Bands of Mourning (Mistborn, #6)",eng,https://images.gr-assets.com/books/1450134973m/18739426.jpg,https://images.gr-assets.com/books/1450134973s/18739426.jpg
3342,11987,11987,855563,35,679733736,9.78068E+12,"Albert Camus, Justin O'Brien",1942,Le Mythe de Sisyphe,The Myth of Sisyphus and Other Essays,eng,https://images.gr-assets.com/books/1401656886m/11987.jpg,https://images.gr-assets.com/books/1401656886s/11987.jpg
3343,16071745,16071745,23587857,28,345532740,9.78035E+12,Lauren Graham,2013,"Someday, Someday, Maybe ","Someday, Someday, Maybe",eng,https://images.gr-assets.com/books/1480527588m/16071745.jpg,https://images.gr-assets.com/books/1480527588s/16071745.jpg
3344,12204,12204,14527,64,486275507,9.78049E+12,Robert Frost,1916,Mountain Interval,The Road Not Taken and Other Poems,,https://images.gr-assets.com/books/1415677882m/12204.jpg,https://images.gr-assets.com/books/1415677882s/12204.jpg
3345,19547856,19547856,27679579,55,62348671,9.78006E+12,Becky Albertalli,2015,Simon vs. the Homo Sapiens Agenda,Simon vs. the Homo Sapiens Agenda,eng,https://images.gr-assets.com/books/1402915678m/19547856.jpg,https://images.gr-assets.com/books/1402915678s/19547856.jpg
3346,383206,383206,816009,253,014043478X,9.78014E+12,"Elizabeth Gaskell, Pam Morris",1866,Wives and Daughters,Wives and Daughters,eng,https://images.gr-assets.com/books/1348267609m/383206.jpg,https://images.gr-assets.com/books/1348267609s/383206.jpg
3347,12558285,12558285,17562095,22,1419704281,9.78142E+12,A.G. Howard,2013,Splintered,"Splintered (Splintered, #1)",eng,https://images.gr-assets.com/books/1340134213m/12558285.jpg,https://images.gr-assets.com/books/1340134213s/12558285.jpg
3348,153540,153540,31274,33,395181569,9.7804E+12,Virginia Lee Burton,1942,The Little House,The Little House,eng,https://images.gr-assets.com/books/1363184334m/153540.jpg,https://images.gr-assets.com/books/1363184334s/153540.jpg
3349,6174,6174,851110,134,684826801,9.78068E+12,"Primo Levi, Stuart J. Woolf, Philip Roth",1947,Se questo ÃÂ¨ un uomo,Survival in Auschwitz,eng,https://images.gr-assets.com/books/1414374949m/6174.jpg,https://images.gr-assets.com/books/1414374949s/6174.jpg
3350,500743,500743,488848,19,1423104870,9.78142E+12,Cinda Williams Chima,2007,The Wizard Heir,"The Wizard Heir (The Heir Chronicles, #2)",en-US,https://images.gr-assets.com/books/1298426467m/500743.jpg,https://images.gr-assets.com/books/1298426467s/500743.jpg
3351,32831,32831,1167706,661,812972120,9.78081E+12,"Jules Verne, Caleb Carr, Jordan Stump",1874,L'ÃÂ®le mystÃÂ©rieuse,"The Mysterious Island (Extraordinary Voyages, #12)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3352,321577,321577,19815,50,014029628X,9.78014E+12,Susan Vreeland,1999,Girl in Hyacinth Blue,Girl in Hyacinth Blue,en-US,https://images.gr-assets.com/books/1364742503m/321577.jpg,https://images.gr-assets.com/books/1364742503s/321577.jpg
3353,457762,457762,446280,50,067166154X,9.78067E+12,William Steig,1969,Sylvester and the Magic Pebble,Sylvester and the Magic Pebble,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3354,9542439,9542439,14428801,61,184737459X,9.78185E+12,Philippa Gregory,2011,The Lady of the Rivers,"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1)",eng,https://images.gr-assets.com/books/1327946219m/9542439.jpg,https://images.gr-assets.com/books/1327946219s/9542439.jpg
3355,8437667,8437667,14598314,70,525952063,9.78053E+12,Harlan Coben,2011,Live Wire,Live Wire (Myron Bolitar #10),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3356,818811,818811,2782429,31,767927567,9.78077E+12,"Carolyn Jessop, Laura Palmer",2007,Escape,Escape,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3357,15154,15154,867691,87,044653109X,9.78045E+12,David Baldacci,2006,The Collectors,"The Collectors (Camel Club, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3358,841628,841628,13319085,18,330316117,9.78033E+12,Douglas Adams,1986,"The Hitchhiker's Guide to the Galaxy: The Trilogy of Four (Hitchhiker's Guide, #1-4)",The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3359,78876,78876,968513,68,575058080,9.78058E+12,Terry Pratchett,1995,Maskerade,"Maskerade (Discworld, #18; Witches #5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3360,219205,219205,958463,57,345348656,9.78035E+12,Stephen R. Donaldson,1977,Lord Foul's Bane,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",en-US,https://images.gr-assets.com/books/1333217655m/219205.jpg,https://images.gr-assets.com/books/1333217655s/219205.jpg
3361,50937,50937,49725,38,684852861,9.78068E+12,"Marcus Buckingham, Curt Coffman",1998,"First, Break All the Rules: What the World's Greatest Managers Do Differently ","First, Break All the Rules: What the World's Greatest Managers Do Differently",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3362,47994,47994,583688,59,552154180,9.78055E+12,Terry Pratchett,1998,The Last Continent,"The Last Continent (Discworld, #22; Rincewind #6)",eng,https://images.gr-assets.com/books/1332672492m/47994.jpg,https://images.gr-assets.com/books/1332672492s/47994.jpg
3363,7769,17797344,1603647,39,679882812,9.78068E+12,Dr. Seuss,1963,,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3364,205476,205476,3119231,48,60512636,9.78006E+12,"Thornton Wilder, Donald Margulies, Tappan Wilder",1938,Our Town: A Play in Three Acts,Our Town,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3365,3047848,3047848,3078639,32,61566152,9.78006E+12,Sara Shepard,2010,Heartless,"Heartless (Pretty Little Liars, #7)",eng,https://images.gr-assets.com/books/1265496817m/3047848.jpg,https://images.gr-assets.com/books/1265496817s/3047848.jpg
3366,32501,32501,1359182,97,316734950,9.78032E+12,Michael Connelly,2006,Echo Park,"Echo Park (Harry Bosch, #12; Harry Bosch Universe, #14)",eng,https://images.gr-assets.com/books/1168391416m/32501.jpg,https://images.gr-assets.com/books/1168391416s/32501.jpg
3367,113138,113138,1369417,80,446522597,9.78045E+12,David Baldacci,1997,The Winner,The Winner,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3368,18659623,18659623,26477611,14,1442465956,9.78144E+12,Emily Carroll,2014,,Through the Woods,eng,https://images.gr-assets.com/books/1414845473m/18659623.jpg,https://images.gr-assets.com/books/1414845473s/18659623.jpg
3369,94319,94319,90923,49,142407380,9.78014E+12,Anthony Horowitz,2005,Ark Angel,"Ark Angel (Alex Rider, #6)",eng,https://images.gr-assets.com/books/1311648941m/94319.jpg,https://images.gr-assets.com/books/1311648941s/94319.jpg
3370,68811,68811,517524,171,3522168577,9.78352E+12,Michael Ende,1973,Momo,Momo,ger,https://images.gr-assets.com/books/1420905611m/68811.jpg,https://images.gr-assets.com/books/1420905611s/68811.jpg
3371,20423680,20423680,29915182,26,,,Blake Crouch,2014,The Last Town,"The Last Town (Wayward Pines, #3)",eng,https://images.gr-assets.com/books/1399508172m/20423680.jpg,https://images.gr-assets.com/books/1399508172s/20423680.jpg
3372,23009402,23009402,42576172,22,451474708,9.78045E+12,Sarah Dessen,2015,Saint Anything,Saint Anything,eng,https://images.gr-assets.com/books/1414680105m/23009402.jpg,https://images.gr-assets.com/books/1414680105s/23009402.jpg
3373,13320466,13320466,18526942,49,385350287,9.78039E+12,Ayana Mathis,2012,The Twelve Tribes of Hattie,The Twelve Tribes of Hattie,eng,https://images.gr-assets.com/books/1354713124m/13320466.jpg,https://images.gr-assets.com/books/1354713124s/13320466.jpg
3374,16434,16434,944262,49,553584502,9.78055E+12,Dean Koontz,2004,The Taking,The Taking,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3375,226706,226706,464419,74,671729454,9.78067E+12,V.C. Andrews,1981,If There Be Thorns,"If There Be Thorns (Dollanganger, #3)",eng,https://images.gr-assets.com/books/1321684186m/226706.jpg,https://images.gr-assets.com/books/1321684186s/226706.jpg
3376,228696,228696,3070357,17,399214577,9.7804E+12,"Jane Yolen, John Schoenherr",1987,Owl Moon,Owl Moon,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3377,12857,12857,4356972,664,812966937,9.78081E+12,"Fyodor Dostoyevsky, Constance Garnett, Gary Saul Morson",1866, ÃÂÃÂ³ÃÂÃÂ¾ÃÂº ,The Gambler,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3378,13413589,13413589,15955708,20,441020011,9.78044E+12,Patricia Briggs,2013,Frost Burned,"Frost Burned (Mercy Thompson, #7)",eng,https://images.gr-assets.com/books/1344299919m/13413589.jpg,https://images.gr-assets.com/books/1344299919s/13413589.jpg
3379,59145,59145,72392,650,039397166X,9.78039E+12,HonorÃÂ© de Balzac,1834,Le PÃÂ¨re Goriot,PÃÂ¨re Goriot,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3380,3522419,3522419,3023538,145,61655503,9.78006E+12,"Jo NesbÃÂ¸, Don Bartlett",2002,Sorgenfri,"Nemesis (Harry Hole, #4)",eng,https://images.gr-assets.com/books/1327312660m/3522419.jpg,https://images.gr-assets.com/books/1327312660s/3522419.jpg
3381,31426,31426,1003095,21,808595040,9.78081E+12,"Sylvia Plath, Ted Hughes",1981,The Collected Poems,The Collected Poems,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3382,84151,84151,2980277,40,312992424,9.78031E+12,Sherrilyn Kenyon,2004,Night Play,"Night Play (Dark-Hunter #5, Were-Hunter #1)",eng,https://images.gr-assets.com/books/1316131575m/84151.jpg,https://images.gr-assets.com/books/1316131575s/84151.jpg
3383,9086994,23454277,13965275,123,,9.78858E+12,Paulo Coelho,2010,Aleph,Aleph,por,https://images.gr-assets.com/books/1397502326m/9086994.jpg,https://images.gr-assets.com/books/1397502326s/9086994.jpg
3385,6687247,6687247,6882582,30,670021253,9.78067E+12,Andrew Ross Sorkin,2008,Too Big to Fail The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis - and Lost,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis Ã¢ÂÂ and Themselves,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3386,1470232,1470232,1461175,45,345467531,9.78035E+12,Kristin Hannah,2006,Magic Hour,Magic Hour,eng,https://images.gr-assets.com/books/1320542057m/1470232.jpg,https://images.gr-assets.com/books/1320542057s/1470232.jpg
3387,4796,4796,2359336,129,143039482,9.78014E+12,"John Steinbeck, Susan Shillinglaw",1961,The Winter of our Discontent,The Winter of Our Discontent,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3388,373755,373755,1595511,107,679732187,9.78068E+12,William Faulkner,1936,"Absalom, Absalom!","Absalom, Absalom!",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3389,22510983,22510983,41954714,69,141357274,9.78014E+12,"Zoe Sugg, Siobhan Curham",2014,Girl Online,"Girl Online (Girl Online, #1)",eng,https://images.gr-assets.com/books/1410112710m/22510983.jpg,https://images.gr-assets.com/books/1410112710s/22510983.jpg
3390,205821,205821,1231594,34,1416940286,9.78142E+12,Carol Ryrie Brink,1935,Caddie Woodlawn,Caddie Woodlawn  (Caddie Woodlawn #1),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3391,24950845,24950845,44610373,25,345542967,9.78035E+12,Janet Evanovich,2015,,"Tricky Twenty-Two (Stephanie Plum, #22)",eng,https://images.gr-assets.com/books/1431363154m/24950845.jpg,https://images.gr-assets.com/books/1431363154s/24950845.jpg
3392,139855,139855,276686,30,083081650X,9.78083E+12,J.I. Packer,1973,Knowing God,Knowing God,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3393,68396,68396,66291,37,786938250,9.78079E+12,R.A. Salvatore,1990,The Halfling's Gem,"The Halfling's Gem (Forgotten Realms: Icewind Dale, #3; Legend of Drizzt, #6)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
